+०१ 	 tattvam/madhvaH/anu-vyAkhyAnam/mUlam/01/
+०१ 	 tattvam/madhvaH/bhAShyam/mUlam/01/
+०१ 	 tattvam/madhvaH/nyAya-vivaraNam/mUlam/01/
+०१ अध्याय १ 	 tattvam/madhvaH/10-prakaraNAni/04-tattvoddyotaH/02_TIkA_TippaNi/01_adhyAya_1/
+०१ अध्याय १ 	 tattvam/madhvaH/dvaita-dyumaNiH/sarva-prastutiH/01_adhyAya_1/
+०१ अनुमानलक्षणम् 	 tattvam/jaya-tIrthaH/pramANa-paddhatiH/sarva-prastutiH/03_anumAnaparichChedaH/01_anumAnalaxaNam/
+०१ अनुमानिकाधिकरणम् 	 tattvam/vyAsa-tIrthaH/tAtparya-chandrikA/sarva-prastutiH/03_prathamAdhyAyaH/04_chaturthaH_pAdaH/01_anumAnikAdhikaraNam/
+०१ आगमलक्षणम् 	 tattvam/jaya-tIrthaH/pramANa-paddhatiH/sarva-prastutiH/04_AgamaparichChedaH/01_AgamalaxaNam/
+०१ कर्मनिर्णय १ 	 tattvam/madhvaH/10-prakaraNAni/09-karma-nirNayaH/02_TIkA_TippaNi/01_karmanirNaya_1/
+०१ गुणसौरभम् 	 tattvam/vAdirAjaH/yukti-mallikA/sarva-prastutiH/01_guNasaurabham/
+०१ जिज्ञासाधिकरणम् 	 tattvam/vyAsa-tIrthaH/tAtparya-chandrikA/sarva-prastutiH/03_prathamAdhyAyaH/01_prathamaH_pAdaH/01_jijnAsAdhikaraNam/
+०१ तर्कतांडवम् 	 tattvam/vyAsa-tIrthaH/tarka-tANDavam/sarva-prastutiH/01_tarkatAMDavam/
+०१ द्युभ्वाद्यधिकरणम् 	 tattvam/vyAsa-tIrthaH/tAtparya-chandrikA/sarva-prastutiH/03_prathamAdhyAyaH/03_tRtIyaH_pAdaH/01_dyubhvAdyadhikaraNam/
+०१ प्रथमः परिच्छेदः १ 	 tattvam/madhvaH/10-prakaraNAni/08-viShNu-tattva-nirNayaH/02_TIkA_TippaNi/01_prathamaH_parichChedaH_1/
+०१ प्रथमः पादः 	 tattvam/madhvaH/anu-vyAkhyAnam/sarva-prastutiH/1/01_prathamaH_pAdaH/
+०१ प्रथमः पादः 	 tattvam/madhvaH/anu-vyAkhyAnam/sarva-prastutiH/2/01_prathamaH_pAdaH/
+०१ प्रथमः पादः 	 tattvam/madhvaH/anu-vyAkhyAnam/sarva-prastutiH/3/01_prathamaH_pAdaH/
+०१ प्रथमः पादः 	 tattvam/madhvaH/anu-vyAkhyAnam/sarva-prastutiH/4/01_prathamaH_pAdaH/
+०१ प्रथमः पादः 	 tattvam/madhvaH/bhAShyam/sarva-prastutiH/02_prathamAdhyAyaH/01_prathamaH_pAdaH/
+०१ प्रथमः पादः 	 tattvam/madhvaH/bhAShyam/sarva-prastutiH/03_dvitIyo-dhyAyaH/01_prathamaH_pAdaH/
+०१ प्रथमः पादः 	 tattvam/madhvaH/bhAShyam/sarva-prastutiH/04_tRtIyAdhyAyaH/01_prathamaH_pAdaH/
+०१ प्रथमः पादः 	 tattvam/madhvaH/bhAShyam/sarva-prastutiH/05_chaturthAdhyAyaH/01_prathamaH_pAdaH/
+०१ प्रथमः पादः 	 tattvam/vyAsa-tIrthaH/tAtparya-chandrikA/sarva-prastutiH/03_prathamAdhyAyaH/01_prathamaH_pAdaH/
+०१ प्रथमः पादः 	 tattvam/vyAsa-tIrthaH/tAtparya-chandrikA/sarva-prastutiH/04_dvitIyo-dhyAyaH/01_prathamaH_pAdaH/
